licensenumber,operationtype,nurserysize,greenhousesize,tradename,ownername,businessphone,streetnumber,streetname,addressline2,addressline3,city,state,zipcode,georeference,county
646515,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",SUNNY HUNNY FARMS,TRACY AND VIOLET ROBBINS,518-894-2921,1253,SUITS RD,,,DUANESBURG,NY,12056,POINT (-74.09492 42.76533),SCHENECTADY
645323,Nursery Stock Only,11-100 Acres,,ASPINALLS TREE NURSERY & LANDSCAPING LLC,GEORGE P ASPINALL,315-687-5282,8706,PECK HILL ROAD,,,MANLIUS,NY,13104,POINT (-75.9229 42.99987),ONONDAGA
643839,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",SAVILLES COUNTRY FLORIST LLC,IRENE STEDMAN,716-662-4483,4020,N BUFFALO RD,,,ORCHARD PARK,NY,14127,POINT (-78.74614 42.77366),ERIE
240014,Nursery Stock Only,10 Acres or Less,,ALL WESTERN EVERGREEN NURSERY & CHRISTMAS TREE FARM,HUMPHREY WILLIAM/KATHERINE,585-669-2659,6840,LIBERTY POLE ROAD BOX 217,,,SPRINGWATER,NY,145600310,POINT (-77.63373 42.64864),LIVINGSTON
646810,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",STEPHEN DEMARTE,STEPHEN DEMARTE,716-560-5594,3314,RIVERSIDE DR,,,WELLSVILLE,NY,14895,POINT (-77.9756 42.14095),ALLEGANY
511140,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SAUNDERKILL FARM,SCHOONMAKER JOHN&DAN&DAVID,845-626-2676,41,GARDEN LANE,,,ACCORD,NY,12404,POINT (-74.21128 41.78534),ULSTER
644820,Nursery Stock Only,10 Acres or Less,,HILLS CHRISTMAS TREE FARM,HAROLD HILL JR,,9174,GENESEE RD,,,EAST CONCORD,NY,14055,POINT (-78.65357 42.55237),ERIE
644244,Nursery Stock Only,10 Acres or Less,,LAPLANTS LAWN&PROP MTCE,LAPLANT WILLIAM,,6741,BEAR SWAMP RD,,,WILLIAMSON,NY,14589,POINT (-77.16759 43.24361),WAYNE
644574,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BLUEBERRY HILL FARMS AND NURSERY,MARK ARIESSA,315-368-5578,6884,ROBERTS ROAD,,,CLINTON,NY,13323,POINT (-75.43033 43.02386),ONEIDA
646642,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",WESTSIDE YARD,PAUL HOSKING,716-713-7595,242,NORMAL AVENUE,,,BUFFALO,NY,14213,POINT (-78.88883 42.90677),ERIE
646106,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MEDIIUSA,PRAVIN MEHTA,212-221-6553,580,FIFTH AVENUE,#1720,,NEW YORK,NY,10036,POINT (-73.97843 40.75685),NEW YORK
645213,Nursery Stock Only,11-100 Acres,,ELHANNON NURSERY INC,ELHANNON NURSERY INC,518-686-5553,,ROUTE 22 ACROSS FROM BBQ,,,HOOSICK,NY,12089,POINT (-73.32766 42.86254),RENSSELAER
646311,Nursery Stock Only,10 Acres or Less,,SEIB FARMS,JOHN SEIB JR,,676,DEER PARK AVENUE,,,DIX HILLS,NY,11746,POINT (-73.33915 40.78689),SUFFOLK
260423,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",JANES HERB FARM,KUITEMS JANE H,585-872-3895,1042,STATE ROAD,,,WEBSTER,NY,14580,POINT (-77.45497 43.18924),MONROE
646637,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",WILLIS' PRODUCE,BRIAN WILLIS,607-207-6828,793,OAK HILL RD,,,BARTON,NY,13734,POINT (-76.45211 42.08287),TIOGA
132481,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",ADAMS FAIRACRES FMS INC,ADAMS FAIRACRES FARMS INC,845-454-4330,765,DUTCHESS TPKE,,,POUGHKEEPSIE,NY,12603,POINT (-73.8758 41.70043),DUTCHESS
50910,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",GOOD KARMA GARLIC PATCH,HANSCOMB MARTY,315-689-6627,9953,BONTA BRIDGE RD,,,JORDAN,NY,13080,POINT (-76.51944 43.09899),CAYUGA
646219,Nursery Stock Only,10 Acres or Less,,POPLAR CREEK FARM,KIERSTEN CLANCY,,321,MAIN ST,,,UTICA,NY,13501,POINT (-75.22365 43.10382),ONEIDA
173756,Nursery Stock Only,11-100 Acres,,BOBS TREES,EATON ROBERT & DAVID,518-627-4260,,COUNTY ROUTE 107,,,HAGAMAN,NY,12086,POINT (-74.15118 42.97486),FULTON
515731,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BRADLEY RAY,BRADLEY RAY,845-255-8769,317,SPRINGTOWN ROAD,,,NEW PALTZ,NY,12561,POINT (-74.08726 41.78989),ULSTER
645043,Greenhouse Stock Only,10 Acres or Less,"2,001-20,000 SqFt of Glass",C&E GREENHOUSES LLC,CAROLYN DAMBRASKI AND EVAN KUNZ,631-473-3720,117,HALLOCK AVENUE,,,PORT JEFFERSON STA,NY,11776,POINT (-73.05199 40.93189),SUFFOLK
91156,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",RULFS ORCHARD,"RULFS JOHN, SHANNON WILKINS, AMANDA WHIC",518-643-8636,531,BEAR SWAMP ROAD,,,PERU,NY,12972,POINT (-73.49803 44.57865),CLINTON
644681,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",FRUITION SEEDS LLC,PETRA PAGE-MANN,,7921,HICKORY BOTTOM RD,,,NAPLES,NY,14512,POINT (-77.43756 42.63084),ONTARIO
473696,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",LANDCRAFT ENVIRONMENTS LTD,SCHRADER DENNIS AND WILLIAM SMITH,631-298-3510,1160,EAST MILL ROAD,,,MATTITUCK,NY,119521289,POINT (-72.54346 41.00954),SUFFOLK
465504,Nursery Stock Only,101 Acres or More,,WEIL ENTERPRISES INC,WEIL ENTERPRISES INC,607-936-4266,766,STATE ROUTE 417,,,PAINTED POST,NY,14870,POINT (-77.13584 42.11728),STEUBEN
85568,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",NORWICH MEADOWS FRM LLC,YUSUF HARPER AND HAIFA KURDIEH,607-336-7598,105,OLD STONE ROAD,,,NORWICH,NY,13815,POINT (-75.54346 42.55505),CHENANGO
574584,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",WINDY ACRES GREENHOUSES,SHIRK ALVIN AND LOIS,607-243-7039,1882,PORTERS CORNERS ROAD,,,DUNDEE,NY,14837,POINT (-77.02927 42.54686),YATES
146383,Nursery Stock Only,10 Acres or Less,,FOREVERGREENS,ROSIER JOHN C,516-560-8004,12130,SAVAGE ROAD,,,SARDINIA,NY,14134,POINT (-78.50808 42.5475),ERIE
646197,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",FEATHER LANE GREENHOUSE,JOSEPH KENDZIE,716-465-7482,7778,RIDGE ROAD,,,GASPORT,NY,14067,POINT (-78.60192 43.2419),NIAGARA
296534,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MILLER JIM,MILLER JIM,716-297-3909,6629,SANDERS ROAD,,,LOCKPORT,NY,14094,POINT (-78.65264 43.10544),NIAGARA
645558,Nursery Stock Only,10 Acres or Less,,MAMA WOLF HERBS,REBECCA KLIMA,914-382-1473,3657,ROUTE 44,,,MILLBROOK,NY,12545,POINT (-73.66332 41.7918),DUTCHESS
574850,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",HORST GREENHOUSE,DAVID HORST,585-554-6292,4350,STATE ROUTE 364,,,PENN YAN,NY,14527,POINT (-77.19761 42.69664),YATES
384833,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MCNEILLYS GREENHOUSE,KEVIN ALLARD,518-686-4992,5421,NEW YORK 7,,,HOOSICK FALLS,NY,12090,,RENSSELAER
474658,Nursery Stock Only,10 Acres or Less,,"BRADFORD T. REEVE, SR. AND PAUL REEVE, INC.","REEVE BRAD & LORRAINE & SONS, INC",631-537-1676,5629,SOUND AVENUE,,,JAMESPORT,NY,11947,POINT (-72.60702 40.97768),SUFFOLK
504743,Nursery Stock Only,11-100 Acres,,CAYUGA LANDSCAPE CO INC,CAYUGA LANDSCAPE CO INC,607-257-3000,,BUNDY ROAD,,,ITHACA,NY,14850,POINT (-76.49546 42.44051),TOMPKINS
335670,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",JOHN  D MADURA FARMS,MADURA D JOHN,845-258-5489,54,RUDINSKI LANE,,,PINE ISLAND,NY,10969,POINT (-74.49742 41.29117),ORANGE
526667,Nursery Stock Only,10 Acres or Less,,COBY SCAPES LLC,MCDONALD COBY,518-792-2532,11,SHAWNS JOURNEY DRIVE,,,QUEENSBURY,NY,12804,POINT (-73.69463 43.30238),WARREN
644687,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",AMOS HOOVER,HOOVER AMOS,607-243-9316,4471,STATE ROUTE 14A,,,ROCK STREAM,NY,14878,POINT (-76.94549 42.44991),SCHUYLER
646118,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",ERIE 2 - CHAUTAUQUA-CATTARAUGUS BOCES,CCE BOE,716-805-3133,,THE ACADEMY AT MAPLE AVENUE,175 MAPLE AVENUE,,CASSADAGA,NY,14718,POINT (-79.30965 42.34438),CHAUTAUQUA
643828,Nursery Stock Only,10 Acres or Less,,JOHN BEITEL INC,JOHN BEITEL,631-286-4131,39,YAPHANK AVE,,,BROOKHAVEN,NY,11719,POINT (-72.91365 40.7951),SUFFOLK
644595,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",FABLE FOODS LLC,THOMAS DEACON,914-862-0205,1311,KITCHAWAN RD,,,OSSINING,NY,10562,POINT (-73.814104 41.21188),WESTCHESTER
646657,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",GREEN ORCHARD FARM INC,YU HUI MUI,646-267-4357,1689,DAIRY HILL ROAD,,,NEWPORT,NY,13416,POINT (-74.90905 43.20984),HERKIMER
644288,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",WADING RIVER NURSERY AND GARDEN SUPPLY,STIRIZ KAREN ANN,631-929-8737,5920,NORTH COUNTRY RD,,,WADING RIVER,NY,11792,POINT (-72.82524 40.94632),SUFFOLK
645609,Nursery Stock Only,,,FOUND THINGS PLANT SHOP,SARAH CZORNIG & LISA HARAOY,315-664-4157,111,S. COLLINGWOOD AVENUE,,,SYRACUSE,NY,13206,POINT (-76.10748 43.06833),ONONDAGA
646293,Nursery Stock Only,10 Acres or Less,,ARTHUR'S POINT FARM LLC,"DAVID NEWMAN, STEPHANIE LAZAR",917-657-1215,118,EAGLE ROCK RD,,,GHENT,NY,12075,POINT (-73.63731 42.26556),COLUMBIA
644664,Nursery Stock Only,10 Acres or Less,,THE FERNERY,CONNIE TEDESCO,607-293-8114,108,WHITEHOUSE RD,,,HARTWICK,NY,13348,POINT (-75.05506 42.68693),OTSEGO
473680,Nursery Stock Only,10 Acres or Less,,MIKES TREE FARM,KOUTSOUBIS MICHAEL,631-874-3551,323,WEEKS AVENUE,,,MANORVILLE,NY,11949,POINT (-72.84158 40.83629),SUFFOLK
504934,Nursery Stock Only,10 Acres or Less,,HUNTS TREE FARM,HUNT ROBERT F,607-539-7582,146,BLACKMAN HILL ROAD,,,BERKSHIRE,NY,13736,POINT (-76.27038 42.35516),TOMPKINS
645645,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",KEUKA VIEW GREENHOUSE,JAY PAUL MARTIN,607-292-6188,9915,KEUKA HILL ROAD,,,DUNDEE,NY,14837,POINT (-77.11725 42.4816),STEUBEN
644659,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",STORY'S NEVERSINK PLANT CO,JOHN STORY,845-985-5071,134,MUTTON HILL ROAD,,,NEVERSINK,NY,12765,POINT (-74.60997 41.84152),SULLIVAN
645593,Nursery Stock Only,10 Acres or Less,,MUDDY RIVER HOPS LLC,DUSTIN AND JARED WOOD,607-437-7705,15544,COUNTY HIGHWAY 23,,,UNADILLA,NY,13849,POINT (-75.34068 42.31319),DELAWARE
66792,Nursery Stock Only,11-100 Acres,,DOUBLE A VINEYARDS INC,DOUBLE A VINEYARDS INC,716-672-8493,,ROUTE 20 EAST OF ROBERTS ROAD,,,SHERIDAN,NY,14135,POINT (-79.23694 42.48693),CHAUTAUQUA
646189,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",HOME ROOTS FARM LLC,VICTORIA CZECH,720-579-4485,346,ALLEN LAKE ROAD,,,RICHFIELD SPRINGS,NY,13439,POINT (-74.91984 42.81358),OTSEGO
156908,Combined Nursery and Greenhouse,11-100 Acres,"2,000 SqFt of Glass or Less",CRM,"MATTHEWS J & K, SALVANI LAURA",518-4613912,172,FOX RUN ROAD,,,LEWIS,NY,12950,POINT (-73.59607 44.23264),ESSEX
644674,Nursery Stock Only,10 Acres or Less,,CAPITAL NATIVE PLANTS,RHONDA RUMSEY VAN HEUVELN,518-271-0184,13,WOODROW CT,,,TROY,NY,12180,POINT (-73.66144 42.73942),RENSSELAER
646008,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BENJAMIN MARTIN,BENJAMIN MARTIN,518-993-4178,303,BROOKMANS CORNERS ROAD,,,FORT PLAIN,NY,13339,POINT (-74.71545 42.92671),MONTGOMERY
35755,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BYCES GREENHOUSE,BYCE ROBERT A,607-773-8032,386,PARK AVENUE,,,BINGHAMTON,NY,13903,POINT (-75.91363 42.06223),BROOME
646313,Nursery Stock Only,10 Acres or Less,,DIEHL FARM,JACK DIEHL,845-807-3131,614,GABEL RD,,,CALLICOON,NY,12723,POINT (-74.97854 41.73743),SULLIVAN
552261,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",BENEDICT A NURSERY INC,BENEDICT A NURSERY INC,914-273-8480,521,BEDFORD ROAD,,,ARMONK,NY,10504,POINT (-73.68542 41.13835),WESTCHESTER
514946,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",MIKES HOTHOUSE,COZZOLINO MIKE,845-255-6235,2036,ROUTE 44-55,,,MODENA,NY,12548,POINT (-74.11869 41.67095),ULSTER
645089,Greenhouse Stock Only,10 Acres or Less,"2,001-20,000 SqFt of Glass",BARTLETTS PLANTS&PRODUCE,GEORGE R. BARTLETT,315-482-4727,42575,STATE ROUTE 37,,,REDWOOD,NY,13679,POINT (-75.80004 44.28462),JEFFERSON
544313,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BUNDSCHUH'S GREENHOUSES,BUNDSCHUH ROBERT,315-986-8872,1033,VICTOR ROAD,,,MACEDON,NY,14502,POINT (-77.33733 43.04879),WAYNE
645954,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",NICOTRA FARMS INC,SAMUEL M NICOTRA,315-656-7435,7072,NORTH MANLIUS ROAD,,,KIRKVILLE,NY,13082,POINT (-75.99648 43.11486),ONONDAGA
644858,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",RESTORATION FARM,CAROLINE FANNING AND DANIEL HOLMES,,12,COMMERCE BLVD,,,AMITYVILLE,NY,11701,POINT (-73.41389 40.70313),SUFFOLK
646276,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",THE MELROSE MARKET,ISABEL J TIDD,315-224-8439,3815,MELROSE RD,,,AUBURN,NY,13021,POINT (-76.48068 42.9119),CAYUGA
296006,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",SCHWAB FARM LLC,SCHWAB FARM LLC,716-735-7570,9035,ROCHESTER ROAD,,,GASPORT,NY,14067,POINT (-78.5274 43.20344),NIAGARA
645368,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MARTIN'S FARM FRESH,ADAM & HANNAH MARTIN,518-828-8781,300,COUNTY ROUTE 9,,,GHENT,NY,12075,POINT (-73.66156 42.27344),COLUMBIA
333432,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",TWIN POND GRNHS&NURSERY,MCGOWAN THOMAS,845-457-1991,2865,ALBANY POST ROAD,,,MONTGOMERY,NY,12549,POINT (-74.23807 41.54191),ORANGE
644117,Nursery Stock Only,10 Acres or Less,,LINCOLN PARK NURSERY,CHERYL MALONEY,716-692-6100,5705,SHAWNEE RD,,,SANBORN,NY,14132,POINT (-78.84077 43.14464),NIAGARA
646263,Combined Nursery and Greenhouse,11-100 Acres,,INVINCIBLE SUMMER FARMS,"STEPH GAYLOR, KINGA KOREH",631-512-8270,1475,WESTPHALIA RD,,,MATTITUCK,NY,11952,POINT (-72.54071 40.99252),SUFFOLK
644631,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MILLERS GREENHOUSE,HARVEY E. MILLER,,3491,CR 31,,,GREENWOOD,NY,14839,POINT (-77.52019 42.13364),STEUBEN
645387,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",THE LAZY MOOSE GARDEN MARKET,PAUL G. SCHUERLEIN,518-494-4039,6499,STATE ROUTE 8,,,BRANT LAKE,NY,12815,POINT (-73.75751 43.6743),WARREN
646695,Nursery Stock Only,10 Acres or Less,,MEHRABYAN NURSERY,SURIK MEHRABYAN,,191,MILLARD HILL ROAD,,,NEWFIELD,NY,14867,POINT (-76.58171 42.39019),TOMPKINS
646532,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",ROCKY ACRES COMMUNITY FARM,RAFAEL APONTE,607-882-5650,738,SHELDON RD,,,FREEVILLE,NY,13068,POINT (-76.41585 42.53829),TOMPKINS
645485,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",5 LOAVES FARM,MATT KAUFFMAN,716-803-9241,1172,WEST AVE,,,BUFFALO,NY,14213,POINT (-78.89642 42.9222),ERIE
646661,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",NEWBRIDGE GREENHOUSES,JOSEPG COSICCO,516438511,1017,MAIN RD,,,RIVERHEAD,NY,11901,POINT (-72.60579 40.9475),SUFFOLK
646255,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",WINDSONG FARM,KAREN AND DAVID STERN,607-275-7928,5051,TUTTLE RD,,,BURDETT,NY,14818,POINT (-76.77833 42.43075),SCHUYLER
67023,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SLIPPERY ROCK NURSERY MIKES NURSERY,KRAUTH MICHAEL C,716-763-1612,199,EAST FAIRMONT AVENUE,,,LAKEWOOD,NY,14750,POINT (-79.31188 42.09766),CHAUTAUQUA
395697,Combined Nursery and Greenhouse,11-100 Acres,"2,000 SqFt of Glass or Less",HICKORY HOLLOW LANDSCAPER LTD,HICKORY HOLLOW LANDSCAPERS LTD,845-354-8946,229,GRANDVIEW AVE,,,SUFFERN,NY,10901,POINT (-74.09456 41.15028),ROCKLAND
644476,Combined Nursery and Greenhouse,11-100 Acres,"2,000 SqFt of Glass or Less",BROWNS VEGETABLE STAND,LYLE A BROWN,518-355-2955,1174,FORT HUNTER RD,,,SCHENECTADY,NY,12303,POINT (-73.9457 42.76241),SCHENECTADY
646312,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",K AND S FARMS,SHAWN PELKEY,914-806-5490,62,GRANITE SPRINGS RD,,,GRANITE SPRINGS,NY,10527,POINT (-73.76534 41.30719),WESTCHESTER
646357,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",INTERLACE AGROFORESTRY FARM LLC,INTERLACE AGROFORESTRY FARM LLC,802-578-0829,,WALKER ROAD,,,ESSEX,NY,12936,POINT (-73.35138 44.30897),ESSEX
644149,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",COUNTRYSIDE GREENHOUSE,HARLAN N & EMMA MARTIN,315-923-4080,2802,POWERS RD,,,CLYDE,NY,14433,POINT (-76.88114 43.10995),WAYNE
646755,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",MERVIN FISHER,MERVIN FISHER,,5500,STREUN RD,,,LEE CENTER,NY,13363,POINT (-75.52321 43.32744),ONEIDA
322842,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SONNENBERG GARDENS,SONNENBERG GARDENS CORP,585-394-4922,250,GIBSON STREET,,,CANANDAIGUA,NY,14424,POINT (-77.27287 42.89451),ONTARIO
350126,Nursery Stock Only,11-100 Acres,,CHENGARIANS TREE LAND INC,CHENGARIANS TREE LAND INC,315-947-5039,84,MERRITT ROAD,,,FULTON,NY,13069,POINT (-76.45603 43.23301),OSWEGO
646190,Nursery Stock Only,10 Acres or Less,,SPACE TYPE CONTINUUM LLC,LYNNE YUN,917-930-2855,343,MARLBOROUGH RD,APT #1,,BROOKLYN,NY,11226,POINT (-73.96452 40.6417),KINGS
112974,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LITTLE YORK PLANTATION LLC,CRANE RICHARD JR & JACQUELINE,607-423-4417,6088,ROUTE 281,,,LITTLE YORK,NY,13087,POINT (-76.16202 42.70096),CORTLAND
646741,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SERENDIPITY ACRES,CONOR TRIPPE,585-289-3720,4846,STATE ROUTE 96,,,SHORTSVILLE,NY,14548,POINT (-77.27627 42.96703),ONTARIO
140395,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BUCKWHEATS FLORIST,FLUDER MARTIN,716-445-5116,12500,ROUTE 16,,,CHAFFEE,NY,14030,,ERIE
470594,Nursery Stock Only,10 Acres or Less,,COFFEY T NURSERY & LANDSCAPE INC,COFFEY T NURSERY & LANDSCAPE INC,631-765-2554,44900,MAIN ROAD,,,SOUTHOLD,NY,11971,POINT (-72.44905 41.04558),SUFFOLK
145854,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",CHIAVETTAS GREENHOUSE,CHIAVETTA MICHAEL & DIANE,716-549-0458,9784,SOUTH MAIN STREET,,,ANGOLA,NY,14006,POINT (-79.01717 42.61892),ERIE
645383,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",ROCKIN HOPS LLC,ERIC LINENDOLL,518-899-4288,12,COTTONWOOD COURT,,,BALLSTON LAKE,NY,12019,POINT (-73.81677 42.9388),SARATOGA
646068,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",ELSEWHERE FARM,ELIZABETH KADEN,607-746-6678,4122,LAUNT HOLLOW ROAD,,,HAMDEN,NY,13782,POINT (-75.03211 42.23675),DELAWARE
646676,Greenhouse Stock Only,10 Acres or Less,,TRUE TO OUR ROOTS FARM,"LYN ALLARD, PATRICK FLOCKENSTEIN",716-465-1154,6075,HOOVER RD,,,SANBORN,NY,14132,POINT (-78.88504 43.12905),NIAGARA
643891,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",HARVEST MOON FARM & ORCHARD LLC,ROBERT COVINO,914-485-1210,130,HARDSCRABBLE RD,,,NORTH SALEM,NY,10560,POINT (-73.6348 41.34946),WESTCHESTER
646310,Nursery Stock Only,10 Acres or Less,,BRANCHES AND BLOOMS NURSERY,JUDITH JUHAS,585-217-6087,840,SHOEMAKER RD,,,WEBSTER,NY,14580,POINT (-77.47389 43.23631),MONROE
646252,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",HICKORY WIND FARM,ANNE ROSS,518-727-2875,276,GANNON RD,,,BUSKIRK,NY,12028,POINT (-73.46895 42.98547),WASHINGTON
646067,Nursery Stock Only,10 Acres or Less,,WEGMANS #141,STEVE STRUB,585-429-3035,106,CORPORATE PARK DRIVE,,,WEST HARRISON,NY,10604,POINT (-73.71962 41.02044),WESTCHESTER
644046,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",SYLVESTER MANOR EDUCATIONAL FARM,EBEN OSTBY,631-749-0626,80,NORTH FERRY RD,,,SHELTER ISLAND,NY,11964,POINT (-72.3428 41.07511),SUFFOLK
575517,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",EVERGREEN FARMS,HOOVER EUGENE,607-243-5370,5026,JOHN GREEN RD,,,DUNDEE,NY,14837,POINT (-77.02664 42.51842),YATES
646246,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",DAVID OGLESBY,DAVID OGLESBY,518-806-9092,75,BRUSO RD,,,MALONE,NY,12953,POINT (-74.36569 44.91135),FRANKLIN
476088,Combined Nursery and Greenhouse,10 Acres or Less,"20,001 SqFt of Glass or More",FLOWER BARN/IGHL GRNHSE,KUHN KONRAD,631-874-2470,1,MONTAUK HIGHWAY,,,MORICHES,NY,11955,POINT (-72.81408 40.80437),SUFFOLK
262001,Greenhouse Stock Only,10 Acres or Less,"20,001 SqFt of Glass or More",CHASES GREENHOUSES INC,WILLIAM AND KATHLEEN CHASE,585-533-1028,5874,E HENRIETTA ROAD,,,RUSH,NY,14543,POINT (-77.64519 42.99798),MONROE
646564,Nursery Stock Only,10 Acres or Less,,GREEN GARDENS HAMPTONS,ANDREW SUGAR,631-208-7436,3674,MIDDLE COUNTRY RD.,,,CALVERTON,NY,11933,POINT (-72.7441 40.92635),SUFFOLK
645877,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BROCKHAMMER FARM,WHITNEY BROCKWAY,518-651-9115,2122,STATE ROUTE 37,,,FORT COVINGTON,NY,12937,POINT (-74.52746 44.9806),FRANKLIN
646404,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",RECOVER COLLABORATIVE,WILLIAM MCPHERSON KELLY SCIARRATTA,,23,KERRY PARK,,,PITTSFORD,NY,14534,POINT (-77.59082 43.06015),MONROE
645170,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",JESSE GRABER,JESSE GRABER,315-539-3659,1516,ODELL ROAD,,,WATERLOO,NY,13165,POINT (-76.86134 43.00403),SENECA
646619,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",COUNTRY SPIRIT LLC,CHRISTOPHER S MILES,607-244-1520,273,PAT FARLEY ROAD,,,NORWICH,NY,13815,POINT (-75.44305 42.52718),CHENANGO
646832,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",FAVEROLLES GARDENS LLC,JANET OPPEDISANO,315-525-7366,1955,MEEKER HILL RD,,,LA FAYETTE,NY,13084,POINT (-76.09994 42.86696),ONONDAGA
473702,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",EMERALD FLORA LLC,ANDERSON MARYANN,631-874-8742,478,WEEKS AVENUE,,,MANORVILLE,NY,11949,POINT (-72.84124 40.82923),SUFFOLK
351133,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",CALTABIANOS FARM STOP,CALTABIANO DEBRA J & KEITH R,315-263-1617,446,COUNTY ROUTE 6,,,PHOENIX,NY,13135,POINT (-76.32487 43.28177),OSWEGO
645347,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",KEIL NORMAN NURSERY,N & O HORTICULTURAL PRODUCTS LTD,631-584-6330,5645,ALDRICH LANE,,,LAUREL,NY,11948,POINT (-72.57092 40.98028),SUFFOLK
